work_id,work_status,reported_progress_pct,visual_progress_pct,visual_consistency_score,visual_mismatch_score,image_evidence_status,data_source
WS/MP18100/2024-2025/165079-Construction of buildings for community cultural activities,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165080-Construction of buildings for community cultural activities,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165081-Construction of buildings for community cultural activities,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18247/2024-2025/165083-Construction of buildings for sports facilities,Sanction,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165084-Construction of buildings for community cultural activities,Work partially Completed,60,55,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165085-Construction of buildings for community cultural activities,Work partially Completed,60,52,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18100/2024-2025/165086-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165087-Construction of buildings for community cultural activities,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165088-Construction of buildings for community cultural activities,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18100/2024-2025/165089-Construction of buildings for community cultural activities,Work partially Completed,60,59,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18100/2024-2025/165090-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165091-Street lights,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165092-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165093-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165095-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165096-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165097-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165098-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165099-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165101-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165102-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165103-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165104-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165105-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165106-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165108-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165109-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165110-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165111-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165113-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165114-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165115-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165116-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165117-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18231/2024-2025/165118-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18047/2024-2025/165132-Installation of fixed garden gym equipment,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18047/2024-2025/165133-Installation of fixed garden gym equipment,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18047/2024-2025/165136-Providing CCTV camera system for security of public areas,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18069/2024-2025/165141-Construction of community centers and community halls,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2025-2026/165144-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,100,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2025-2026/165145-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2025-2026/165146-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,54,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18211/2025-2026/165147-Construction of buildings for sports facilities,Work partially Completed,60,20,15.0,85.0,VISUAL REVIEW RECOMMENDED — Severe discrepancy between reported progress and site photograph evidence.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2024-2025/165148-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2024-2025/165149-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18211/2025-2026/165150-Construction of rooms and halls in school and colleges,Work Completed,100,93,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18160/2024-2025/165152-Construction of rooms and halls in school and colleges,Work Completed,100,98,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2026-2027/165153-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18211/2025-2026/165154-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18160/2024-2025/165155-Construction of rooms and halls in school and colleges,Work partially Completed,60,57,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18160/2025-2026/165156-Construction of community centers and community halls,Work partially Completed,60,56,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP793/2024-2025/165157-Lighting of public spaces,Work partially Completed,60,59,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165158-Construction of buildings for crèches and anganwadies,Sanction,10,9,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165159-Lighting of public spaces,Sanction,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165160-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165161-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165162-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165163-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP343/2025-2026/165164-Construction of public irrigation facilities,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP343/2024-2025/165165-Lighting of public spaces,Sanction,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165166-Lighting of public spaces,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165170-Lighting of public spaces,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18245/2025-2026/165171-Construction of common work sheds/ common covered sitting area,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18245/2025-2026/165173-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP508/2025-2026/165176-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP508/2025-2026/165177-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP508/2025-2026/165178-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP508/2025-2026/165179-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP348/2025-2026/165180-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165187-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165188-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165189-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165190-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165191-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165192-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165193-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165194-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165195-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,60,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165196-Construction of roads, link roads, pathways or any other road with or without drainage system",Sanction,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165198-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165200-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,95,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18222/2024-2025/165201-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18313/2024-2025/165203-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,20,15.0,85.0,VISUAL REVIEW RECOMMENDED — Severe discrepancy between reported progress and site photograph evidence.,DEMO / SIMULATED EVIDENCE
"WS/MP18136/2025-2026/165205-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18136/2025-2026/165206-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,5,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18136/2025-2026/165207-Construction of community centers and community halls,Work Completed,100,94,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18355/2025-2026/165208-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165209-Street lights,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165210-Street lights,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165211-Street lights,Vendor Identification,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165212-Street lights,Vendor Identification,10,9,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165213-Street lights,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165214-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165215-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165216-Street lights,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165217-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165218-Street lights,Vendor Identification,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2024-2025/165219-Street lights,Vendor Identification,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP351/2025-2026/165222-Construction of roads, link roads, pathways or any other road with or without drainage system",Sanction,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18222/2025-2026/165225-Construction of rooms and halls in school and colleges,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18222/2025-2026/165226-Construction of rooms and halls in school and colleges,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18222/2025-2026/165227-Construction of boundary walls of existing public and community buildings,Work partially Completed,60,60,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18159/2024-2025/165228-Development of playground,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165229-Street lights,Sanction,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165232-Street lights,Sanction,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18136/2025-2026/165240-Construction of community centers and community halls,Work Completed,100,91,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18136/2025-2026/165241-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,95,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18136/2025-2026/165242-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,91,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18136/2025-2026/165243-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,98,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18136/2025-2026/165244-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,95,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165245-Street lights,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165246-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165247-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165248-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165249-Street lights,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165250-Street lights,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165251-Street lights,Vendor Identification,10,5,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165252-Street lights,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165253-Street lights,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165254-Street lights,Vendor Identification,10,9,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165255-Street lights,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165256-Street lights,Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165257-Street lights,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165258-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165259-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165260-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165261-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165262-Street lights,Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165263-Street lights,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165264-Street lights,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165265-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165266-Street lights,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165267-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165268-Street lights,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165269-Street lights,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165270-Street lights,Vendor Identification,10,9,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165271-Street lights,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
