project_id,total_paid,sanction_amount,max_progress,payment_count,overrun_ratio,payment_anomaly_score,payment_reason,data_source
WS/MP577/2025-2026/133599-Construction of public irrigation facilities,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133602-Construction of public irrigation facilities,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133603-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133604-Construction of public irrigation facilities,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133605-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133609-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133611-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133613-Construction of public irrigation facilities,300000.0,250000.0,60,3,1.2,60.0,"Cumulative payments (₹ 300,000) exceed sanctioned amount (₹ 250,000).",DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133614-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2026-2027/133610-Construction of public irrigation facilities,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134091-Purchase of vans and buses for educational institutions,1250000.0,1250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134092-Lighting of public spaces,151843.3,216919.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP632/2024-2025/134093-Construction of roads, link roads, pathways or any other road with or without drainage system",206147.2,294496.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134094-Lighting of public spaces,152605.6,218008.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP632/2024-2025/134095-Purchase of IT systems, including hardware and software for educational purposes",123574.5,176535.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134096-Lighting of public spaces,150556.7,215081.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134100-Lighting of public spaces,152999.0,218570.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134101-Lighting of public spaces,300000.0,250000.0,60,3,1.2,60.0,"Cumulative payments (₹ 300,000) exceed sanctioned amount (₹ 250,000).",DEMO / SIMULATED DATA
WS/MP632/2024-2025/134102-Lighting of public spaces,216033.0,216033.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134103-Lighting of public spaces,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134104-Lighting of public spaces,219694.0,219694.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134105-Lighting of public spaces,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP632/2024-2025/134106-Construction of roads, link roads, pathways or any other road with or without drainage system",286879.0,286879.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134589-Purchase of books for public libraries/ digitization of library books,60000.0,50000.0,60,3,1.2,60.0,"Cumulative payments (₹ 60,000) exceed sanctioned amount (₹ 50,000).",DEMO / SIMULATED DATA
WS/MP632/2025-2026/134107-Providing supply pipelines for drinking water,200000.0,200000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134588-Purchase Books for Library,50000.0,50000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP632/2026-2027/134591-Purchase of furniture and fixtures for educational purposes,96734.0,96734.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP641/2024-2025/133904-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",1000000.0,1000000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133905-Construction of common work sheds/ common covered sitting area,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133906-Construction of community centers and community halls,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133909-Construction of common work sheds/ common covered sitting area,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133910-Construction of common work sheds/ common covered sitting area,200000.0,200000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133911-Construction of community centers and community halls,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133912-Construction of community centers and community halls,700000.0,1000000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133913-Construction of common work sheds/ common covered sitting area,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133919-Construction of common work sheds/ common covered sitting area,140000.0,200000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2024-2025/133929-Construction of additional rooms and halls in the existing public and community building,200000.0,200000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2025-2026/133920-Construction of community centers and community halls,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP641/2025-2026/133921-Construction of community centers and community halls,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134797-Construction of community centers and community halls,698336.1000000001,997623.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134798-Construction of community centers and community halls,699151.6000000001,998788.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134799-Construction of community centers and community halls,1199227.2,999356.0,60,3,1.2,60.0,"Cumulative payments (₹ 1,199,227) exceed sanctioned amount (₹ 999,356).",DEMO / SIMULATED DATA
WS/MP681/2024-2025/134800-Construction of community centers and community halls,699827.1000000001,999753.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134801-Construction of community centers and community halls,999978.0,999978.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134802-Construction of community centers and community halls,1493920.0,1493920.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134803-Construction of community centers and community halls,699932.8,999904.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134804-Construction of community centers and community halls,699927.2,999896.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134805-Construction of community centers and community halls,999711.0,999711.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP747/2024-2025/135704-Construction of community centers and community halls,2495751.0,2495751.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135399-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135400-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135401-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135402-Lighting of public spaces,165900.0,237000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135403-Lighting of public spaces,165900.0,237000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135404-Lighting of public spaces,236315.0,236315.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135405-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135406-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135407-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135408-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135409-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135410-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135412-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135413-Lighting of public spaces,283480.8,236234.0,60,3,1.2,60.0,"Cumulative payments (₹ 283,481) exceed sanctioned amount (₹ 236,234).",DEMO / SIMULATED DATA
WS/MP812/2024-2025/135416-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135417-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135418-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135419-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135420-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135422-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135423-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135424-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135425-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135428-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135430-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135431-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135432-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135434-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135435-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135436-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135437-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135440-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135442-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135443-Lighting of public spaces,212610.59999999998,236234.0,40,2,0.8999999999999999,50.0,Premature high disbursement (90%) for low reported progress (40%).,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135444-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135445-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135447-Lighting of public spaces,165363.8,236234.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135449-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135450-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135451-Lighting of public spaces,236234.0,236234.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP812/2025-2026/135446-Lighting of public spaces,236315.0,236315.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135520-Construction of community centers and community halls,498069.0,498069.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135523-Construction of community centers and community halls,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135524-Providing drains and gutters for public drainage,324729.30000000005,463899.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135525-Providing drains and gutters for public drainage,320190.5,457415.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135526-Construction of footpaths and pedestrian ways,499918.0,499918.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135527-Construction of footpaths and pedestrian ways,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135528-Development of playground,449850.60000000003,499834.0,40,2,0.9,50.0,Premature high disbursement (90%) for low reported progress (40%).,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135529-Construction of footpaths and pedestrian ways,499918.0,499918.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135530-Construction of footpaths and pedestrian ways,450815.0,450815.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135533-Construction of roads, link roads, pathways or any other road with or without drainage system",499999.0,499999.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135534-Construction of community centers and community halls,349685.0,499550.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135535-Construction of footpaths and pedestrian ways,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135539-Construction of community centers and community halls,499500.0,499500.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135541-Street lights,349998.6,499998.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135546-Construction of foot over bridge (FOB),350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135547-Construction of roads, link roads, pathways or any other road with or without drainage system",499964.0,499964.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135549-Construction of boundary walls of existing public and community buildings,499387.0,499387.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135553-Construction of community centers and community halls,331006.19999999995,472866.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135555-Development of playground,488498.0,488498.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135558-Construction of community centers and community halls,460275.0,460275.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135559-Construction of footpaths and pedestrian ways,316885.1,452693.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135564-Construction of community centers and community halls,487336.0,487336.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135566-Construction of roads, link roads, pathways or any other road with or without drainage system",338240.0,483200.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135568-Street lights,326553.5,466505.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135570-Street lights,326553.5,466505.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135572-Development of playground,434835.89999999997,483151.0,40,2,0.8999999999999999,50.0,Premature high disbursement (90%) for low reported progress (40%).,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135573-Construction of roads, link roads, pathways or any other road with or without drainage system",484439.0,484439.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135574-Street lights,411946.0,411946.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135575-Street lights,474465.0,474465.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135576-Street lights,461979.0,461979.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135583-Street lights,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135584-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135585-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135588-Street lights,283743.6,405348.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135592-Street lights,405348.0,405348.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135594-Construction of roads, link roads, pathways or any other road with or without drainage system",499759.0,499759.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135596-Street lights,396764.0,396764.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135687-Street lights,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135688-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135689-Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,1000000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135690-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135692-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135693-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135694-Construction of boundary walls of existing public and community buildings,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135699-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135700-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135702-Providing drains and gutters for public drainage,942409.0,942409.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135703-Construction of boundary walls of existing public and community buildings,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135706-Construction of footpaths and pedestrian ways,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135707-Construction of footpaths and pedestrian ways,461795.0,461795.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135708-Construction of footpaths and pedestrian ways,499918.0,499918.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135709-Construction of foot over bridge (FOB),349934.9,499907.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135710-Development of playground,323912.4,462732.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135711-Construction of community centers and community halls,499999.0,499999.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135712-Street lights,326553.5,466505.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135713-Construction of roads, link roads, pathways or any other road with or without drainage system",350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135715-Construction of rooms and halls in school and colleges,490768.0,490768.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135716-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135586-Street lights,391043.0,391043.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135598-Street lights,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135599-Street lights,600000.0,500000.0,60,3,1.2,60.0,"Cumulative payments (₹ 600,000) exceed sanctioned amount (₹ 500,000).",DEMO / SIMULATED DATA
WS/MP826/2025-2026/135600-Construction of community centers and community halls,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135601-Street lights,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135602-Street lights,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP826/2025-2026/135603-Construction of roads, link roads, pathways or any other road with or without drainage system",350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135604-Street lights,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135683-Construction of community centers and community halls,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135684-Street lights,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135685-Construction of community centers and community halls,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135686-Construction of additional rooms and halls in the existing public and community building,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135695-Construction of public libraries and reading rooms,600000.0,500000.0,60,3,1.2,60.0,"Cumulative payments (₹ 600,000) exceed sanctioned amount (₹ 500,000).",DEMO / SIMULATED DATA
WS/MP826/2025-2026/135697-Construction of boundary walls of existing public and community buildings,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135701-Construction of additional rooms and halls in the existing public and community building,700000.0,1000000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135714-Construction of additional rooms and halls in the existing public and community building,487774.0,487774.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135516-Construction of footpaths and pedestrian ways,350000.0,500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
